year_month,BDI_mean,BDI_std,BDI_month_end,BDI_max,BDI_min,BDI_momentum,Brent_USD_per_barrel,policy_rate,FAO_23012,FAO_23013,FAO_23014,BWA_FAO_CP_23012,BWA_FAO_CP_23013,BWA_FAO_CP_23014,KEN_FAO_CP_23012,KEN_FAO_CP_23013,KEN_FAO_CP_23014,NAM_FAO_CP_23012,NAM_FAO_CP_23013,NAM_FAO_CP_23014,ZAF_FAO_CP_23012,ZAF_FAO_CP_23013,ZAF_FAO_CP_23014,ZWE_FAO_CP_23012,ZWE_FAO_CP_23013,ZWE_FAO_CP_23014,BDI_mean_lag2,BDI_mean_lag3,BDI_mean_lag4,BDI_momentum_lag2,BDI_momentum_lag3,Brent_USD_per_barrel_lag1,Brent_USD_per_barrel_lag2,Brent_USD_per_barrel_lag3,policy_rate_lag6,policy_rate_lag12,ZAF_FAO_CP_23014_lag1,ZAF_FAO_CP_23014_lag2,FAO_23014_lag1,FAO_23014_lag2,FAO_23014_lag3,FAO_23014_lag12
2007-11,10542.681818181818,362.80657136428476,10210.0,11039.0,9897.0,-332.681818181818,92.41,12.0,59.502244,58.459673,15.04065,59.502244,58.459673,15.04065,47.764716,41.550114,7.98178,62.668189,56.849359,13.376231,64.366342,60.058437,12.831588,95.853689,102.822228,1.66775,8574.05,7195.090909090909,6572.136363636364,899.9500000000007,506.909090909091,82.34,77.17,70.76,12.0,12.0,12.133226,11.652687,12.955466,12.627291,12.653061,10.067114
2007-12,9854.125,350.6011741756348,9143.0,10285.0,9143.0,-711.125,90.93,12.0,59.832201,58.562959,15.478615,59.832201,58.562959,15.478615,49.101751,42.511485,7.475957,63.053408,57.114041,13.051299,64.821029,60.307998,13.119011,95.924722,102.962786,1.665436,10425.91304347826,8574.05,7195.090909090909,230.08695652173992,899.9500000000007,92.41,82.34,77.17,12.0,12.0,12.831588,12.133226,15.04065,12.955466,12.627291,9.598214
2008-01,7169.818181818182,1210.8881288566927,6052.0,8891.0,5615.0,-1117.818181818182,92.18,12.0,60.38213,60.525386,18.145161,60.38213,60.525386,18.145161,54.799395,43.96966,10.630013,64.043297,58.497851,15.037723,65.723517,61.339071,13.198402,95.995755,103.103343,1.663128,10542.681818181818,10425.91304347826,8574.05,-332.681818181818,230.08695652173992,90.93,92.41,82.34,12.0,12.0,13.119011,12.831588,15.478615,15.04065,12.955466,8.533917
2008-02,6874.238095238095,539.6605326278643,7613.0,7613.0,6002.0,738.7619047619046,94.99,12.0,61.097036,61.248386,18.363273,61.097036,61.248386,18.363273,54.642718,44.763908,14.86029,64.202912,58.79827,15.162978,65.88075,61.483059,13.560477,96.066789,103.2439,1.660826,9854.125,10542.681818181818,10425.91304347826,-711.125,-332.681818181818,92.18,90.93,92.41,12.0,12.0,13.198402,13.119011,18.145161,15.478615,15.04065,8.441558
2008-03,8062.578947368421,305.4932833939731,8081.0,8624.0,7619.0,18.421052631579187,103.64,12.0,61.646965,61.8681,17.913386,61.646965,61.8681,17.913386,55.213023,45.427847,16.911379,64.935161,59.561777,15.300107,66.82415,62.490978,14.740143,96.137822,103.384458,1.65853,7169.818181818182,9854.125,10542.681818181818,-1117.818181818182,-711.125,94.99,92.18,90.93,12.0,12.0,13.560477,13.198402,18.363273,18.145161,15.478615,8.315565
2008-04,8286.863636363636,630.9088905210704,9356.0,9356.0,7655.0,1069.136363636364,109.07,12.0,62.9118,62.900956,18.48249,62.9118,62.900956,18.48249,56.773527,47.224924,22.850591,65.968127,61.211054,16.33205,67.29585,63.21092,14.651854,96.208855,103.525015,1.656241,6874.238095238095,7169.818181818182,9854.125,738.7619047619046,-1117.818181818182,103.64,94.99,92.18,12.0,12.0,14.740143,13.560477,17.913386,18.363273,18.145161,7.983193
2008-05,10843.65,775.8461781211931,11440.0,11793.0,9439.0,596.3500000000004,122.8,12.0,64.121642,64.140384,18.51145,64.121642,64.140384,18.51145,58.227491,48.488806,25.457266,66.559915,61.733528,15.957511,67.767549,64.362828,15.530146,96.279889,103.665572,1.653958,8062.578947368421,6874.238095238095,7169.818181818182,18.421052631579187,738.7619047619046,109.07,103.64,94.99,12.0,12.0,14.651854,14.740143,18.48249,17.913386,18.363273,8.713693
2008-06,10245.095238095239,1026.1430653062896,9589.0,11689.0,9139.0,-656.0952380952385,132.32,12.0,65.881413,65.792954,18.181818,65.881413,65.792954,18.181818,58.891802,48.634982,22.801297,67.168789,62.456171,16.797039,68.710949,65.514735,16.867649,96.350922,103.80613,1.651682,8286.863636363636,8062.578947368421,6874.238095238095,1069.136363636364,18.421052631579187,122.8,109.07,103.64,12.0,12.0,15.530146,14.651854,18.51145,18.48249,17.913386,11.594203
2008-07,8935.739130434782,300.91273537073886,8341.0,9379.0,8341.0,-594.739130434782,132.72,12.0,67.146248,67.032382,18.430657,67.146248,67.032382,18.430657,59.142485,48.534819,20.775104,68.781097,63.929352,18.298604,69.811582,66.666642,17.640752,96.421955,103.946687,1.649412,10843.65,8286.863636363636,8062.578947368421,596.3500000000004,1069.136363636364,132.32,122.8,109.07,12.0,12.0,16.867649,15.530146,18.181818,18.51145,18.48249,12.989691
2008-08,7402.5,432.3212134269464,6809.0,8280.0,6809.0,-593.5,113.24,12.0,67.366219,67.755381,18.84058,67.366219,67.755381,18.84058,60.095082,49.257919,21.675866,69.258843,64.609777,18.10846,70.283282,67.386585,17.253385,96.492989,104.087245,1.647148,10245.095238095239,10843.65,8286.863636363636,-656.0952380952385,596.3500000000004,132.72,132.32,122.8,12.0,12.0,17.640752,16.867649,18.430657,18.181818,18.51145,12.653061
2008-09,4975.090909090909,873.3387445719802,3217.0,6691.0,3217.0,-1758.090909090909,97.23,12.0,66.981269,68.788238,20.433996,66.981269,68.788238,20.433996,60.728058,49.907216,22.136075,69.685582,65.450194,18.595603,70.597749,68.394504,16.870374,96.564022,104.227802,1.64489,8935.739130434782,10245.095238095239,10843.65,-594.739130434782,-656.0952380952385,113.24,132.72,132.32,12.0,12.0,17.253385,17.640752,18.84058,18.430657,18.181818,12.627291
2008-10,1807.5217391304348,808.0250260281214,851.0,3025.0,851.0,-956.5217391304348,71.58,12.0,67.091255,72.093378,25.089606,67.091255,72.093378,25.089606,60.941139,50.307812,22.667416,70.003021,65.861058,17.920372,70.912215,68.970457,15.954715,96.635055,104.368359,1.642638,7402.5,8935.739130434782,10245.095238095239,-593.5,-594.739130434782,97.23,113.24,132.72,12.0,12.0,16.870374,17.253385,20.433996,18.84058,18.430657,12.955466
2008-11,818.95,39.240788392745216,715.0,865.0,715.0,-103.95000000000005,52.45,12.0,69.016004,72.609806,24.204947,69.016004,72.609806,24.204947,62.000276,51.469626,23.87361,70.345454,66.530335,17.029174,70.912215,69.402423,15.558155,96.706088,104.508917,1.640393,4975.090909090909,7402.5,8935.739130434782,-1758.090909090909,-593.5,71.58,97.23,113.24,12.0,12.0,15.954715,16.870374,25.089606,20.433996,18.84058,15.04065
2008-12,743.0,66.26595257436684,774.0,836.0,663.0,31.0,39.95,12.0,68.026133,73.22952,25.044092,68.026133,73.22952,25.044092,62.276028,51.42801,20.974391,70.09316,66.545773,16.513859,70.754982,69.690399,15.557474,96.777122,104.649474,1.638153,1807.5217391304348,4975.090909090909,7402.5,-956.5217391304348,-1758.090909090909,52.45,71.58,97.23,12.0,12.0,15.558155,15.954715,24.204947,25.089606,20.433996,15.478615
2009-01,904.5238095238095,89.04696460161853,1070.0,1070.0,772.0,165.47619047619048,43.44,12.0,68.081126,74.055805,22.354949,68.081126,74.055805,22.354949,62.044146,51.88894,18.010781,71.450497,67.434001,15.27603,71.226682,71.130284,15.962441,96.848155,104.790031,1.63592,818.95,1807.5217391304348,4975.090909090909,-103.95000000000005,-956.5217391304348,39.95,52.45,71.58,12.0,12.0,15.557474,15.558155,25.044092,24.204947,25.089606,18.145161
2009-02,1815.85,308.9417037497359,1986.0,2099.0,1099.0,170.1500000000001,43.32,12.0,68.246105,74.262377,21.247892,68.246105,74.262377,21.247892,62.670854,53.161678,18.760136,71.556284,67.937915,15.544073,71.855615,71.274272,15.925059,93.923211,100.746121,-2.4193,743.0,818.95,1807.5217391304348,31.0,-103.95000000000005,43.44,39.95,52.45,12.0,12.0,15.962441,15.557474,22.354949,25.044092,24.204947,18.363273
2009-03,1957.8181818181818,227.15374201369073,1615.0,2298.0,1615.0,-342.81818181818176,46.54,12.0,68.851026,75.191947,21.535893,68.851026,75.191947,21.535893,63.273485,54.114458,19.121776,72.091011,68.654689,15.266354,72.956248,71.706237,14.746544,90.998266,95.11981,-7.994091,904.5238095238095,743.0,818.95,165.47619047619048,31.0,43.32,43.44,39.95,12.0,12.0,15.925059,15.962441,21.247892,22.354949,25.044092,17.913386
2009-04,1659.15,159.08034216444827,1786.0,1897.0,1463.0,126.84999999999991,50.18,12.0,69.290968,75.501804,20.032841,69.290968,75.501804,20.032841,63.822751,55.135133,16.750075,72.459659,68.808856,12.412468,73.270715,71.994214,13.895216,90.023285,92.306655,-10.836376,1815.85,904.5238095238095,743.0,170.1500000000001,165.47619047619048,46.54,43.32,43.44,12.0,12.0,14.746544,15.925059,21.535893,21.247892,22.354949,18.48249
2009-05,2537.6315789473683,458.8100805981488,3494.0,3494.0,1806.0,956.3684210526317,57.3,12.0,69.51094,75.708376,18.035427,69.51094,75.708376,18.035427,63.823102,55.035525,13.501506,72.73378,69.255927,12.185273,73.427948,72.282191,12.304251,89.210801,91.603366,-11.635691,1957.8181818181818,1815.85,904.5238095238095,-342.81818181818176,170.1500000000001,50.18,46.54,43.32,12.0,12.0,13.895216,14.746544,20.032841,21.535893,21.247892,18.51145
2009-06,3822.5454545454545,229.23926516336743,3757.0,4291.0,3452.0,-65.5454545454545,68.61,12.0,70.500811,75.811661,15.22763,70.500811,75.811661,15.22763,63.955777,54.901631,12.885065,74.305909,69.62473,11.477743,73.742415,72.138203,10.10989,89.698291,90.372611,-12.940969,1659.15,1957.8181818181818,1815.85,126.84999999999991,-342.81818181818176,57.3,50.18,46.54,12.0,12.0,12.304251,13.895216,18.035427,20.032841,21.535893,18.181818
2009-07,3361.8695652173915,208.828617062767,3350.0,3742.0,2975.0,-11.869565217391482,64.44,12.0,71.160725,76.947803,14.791988,71.160725,76.947803,14.791988,64.131462,55.060906,13.446196,74.882193,69.432,8.60739,74.371348,71.706237,7.559395,90.510776,90.548433,-12.889544,2537.6315789473683,1659.15,1957.8181818181818,956.3684210526317,126.84999999999991,68.61,57.3,50.18,12.0,12.0,10.10989,12.304251,15.22763,18.035427,20.032841,18.430657
2009-08,2684.65,249.87392083966935,2421.0,3251.0,2388.0,-263.6500000000001,72.51,12.0,71.490682,77.051089,13.719512,71.490682,77.051089,13.719512,64.513578,55.631228,12.938649,75.538176,70.97929,9.858435,74.685814,71.850226,6.623932,90.998266,90.548433,-13.007176,3822.5454545454545,2537.6315789473683,1659.15,-65.5454545454545,956.3684210526317,64.44,68.61,57.3,12.0,12.0,7.559395,10.10989,14.791988,15.22763,18.035427,18.84058
2009-09,2351.409090909091,116.93777714213549,2220.0,2492.0,2163.0,-131.409090909091,67.65,12.0,71.65566,76.947803,11.861862,71.65566,76.947803,11.861862,64.816453,55.84019,11.888009,75.530038,70.552637,7.795918,74.843048,71.850226,5.052632,90.510776,89.4935,-14.136633,3361.8695652173915,3822.5454545454545,2537.6315789473683,-11.869565217391482,-65.5454545454545,72.51,64.44,68.61,12.0,12.0,6.623932,7.559395,13.719512,14.791988,15.22763,20.433996
2009-10,2745.681818181818,249.06843319775476,3103.0,3103.0,2284.0,357.318181818182,72.77,12.0,71.710653,76.947803,6.733524,71.710653,76.947803,6.733524,64.975635,55.980612,11.276181,75.732929,71.101316,7.956535,74.843048,72.42618,5.010438,91.160763,89.845144,-13.915343,2684.65,3361.8695652173915,3822.5454545454545,-263.6500000000001,-11.869565217391482,67.65,72.51,64.44,12.0,12.0,5.052632,6.623932,11.861862,13.719512,14.791988,25.089606
2009-11,3940.5714285714284,481.622421760924,3887.0,4661.0,3185.0,-53.57142857142844,76.66,12.0,71.930624,77.051089,6.116643,71.930624,77.051089,6.116643,65.098909,56.16626,9.125059,75.773724,70.732039,6.315471,74.843048,72.282191,4.149378,91.160763,90.020967,-13.862884,2351.409090909091,2684.65,3361.8695652173915,-131.409090909091,-263.6500000000001,72.77,67.65,72.51,12.0,12.0,5.010438,5.052632,6.733524,11.861862,13.719512,24.204947
2009-12,3572.3888888888887,368.28156410213666,3005.0,4107.0,3005.0,-567.3888888888887,74.46,12.0,71.985617,76.637946,4.654443,71.985617,76.637946,4.654443,65.592009,56.556428,9.972033,75.648947,70.23065,5.537357,75.157514,72.138203,3.512397,91.648254,90.548433,-13.474545,2745.681818181818,2351.409090909091,2684.65,357.318181818182,-131.409090909091,76.66,72.77,67.65,12.0,12.0,4.149378,5.010438,6.116643,6.733524,11.861862,25.044092
2010-01,3168.35,105.93507197186497,2848.0,3299.0,2848.0,-320.3499999999999,76.17,12.0,72.260581,76.689589,3.556485,72.260581,76.689589,3.556485,65.734984,56.691132,9.254752,76.767999,71.179445,5.554238,75.314748,72.570168,2.024291,92.298242,92.130833,-12.080537,3940.5714285714284,2745.681818181818,2351.409090909091,-53.57142857142844,357.318181818182,74.46,76.66,72.77,12.0,12.0,3.512397,4.149378,4.654443,6.116643,6.733524,22.354949
2010-02,2677.85,57.98482106279386,2738.0,2745.0,2566.0,60.15000000000009,73.75,12.0,72.426174,76.689589,3.268428,72.426174,76.689589,3.268428,65.915849,57.014982,7.248273,77.088978,71.743349,5.601341,75.786447,72.42618,1.616162,93.110726,93.889055,-6.806283,3572.3888888888887,3940.5714285714284,2745.681818181818,-567.3888888888887,-53.57142857142844,76.17,74.46,76.66,12.0,12.0,2.024291,3.512397,3.556485,4.654443,6.116643,21.247892
2010-03,3206.8260869565215,220.64752891389998,2998.0,3574.0,2760.0,-208.82608695652152,78.83,12.0,72.922953,77.350617,2.870879,72.922953,77.350617,2.870879,65.783847,56.544961,4.491411,77.172557,71.760932,4.524445,76.415381,72.42618,1.004016,94.248205,96.174744,1.109057,3168.35,3572.3888888888887,3940.5714285714284,-320.3499999999999,-567.3888888888887,73.75,76.17,74.46,12.0,12.0,1.616162,2.024291,3.268428,3.556485,4.654443,21.535893
2010-04,3040.6190476190477,141.60172180820263,3354.0,3359.0,2911.0,313.3809523809523,84.82,12.0,74.237346,78.362817,3.78933,74.237346,78.362817,3.78933,66.157491,57.22303,3.78687,77.074667,71.449067,3.837021,76.415381,72.570168,0.8,94.248205,97.053855,5.142857,2677.85,3168.35,3572.3888888888887,60.15000000000009,-320.3499999999999,78.83,73.75,76.17,12.0,12.0,1.004016,1.616162,2.870879,3.268428,3.556485,20.032841
2010-05,3838.0526315789475,248.3423876837537,4078.0,4209.0,3352.0,239.9473684210525,75.95,12.0,74.951465,79.178773,4.583902,74.951465,79.178773,4.583902,66.297376,57.477338,4.436795,77.18542,71.032879,2.565776,76.572614,72.714156,0.59761,94.573198,97.581321,6.525912,3206.8260869565215,2677.85,3168.35,-208.82608695652152,60.15000000000009,84.82,78.83,73.75,12.0,12.0,0.8,1.004016,3.78933,2.870879,3.268428,18.035427
2010-06,3088.0,587.0502533855173,2406.0,4074.0,2406.0,-682.0,74.76,12.0,75.945022,79.230416,4.509537,75.945022,79.230416,4.509537,66.186542,57.301287,4.370827,77.221151,71.056468,2.056365,76.572614,72.42618,0.399202,94.410701,97.053855,7.392996,3040.6190476190477,3206.8260869565215,2677.85,313.3809523809523,-208.82608695652152,75.95,84.82,78.83,12.0,12.0,0.59761,0.8,4.583902,3.78933,2.870879,15.22763
2010-07,1909.7272727272727,185.79204499300832,1967.0,2351.0,1700.0,57.27272727272725,75.58,12.0,76.22446,79.385345,3.167785,76.22446,79.385345,3.167785,66.418489,57.574197,4.564565,78.11681,72.127704,3.88251,77.201547,72.570168,1.204819,94.410701,97.053855,7.184466,3838.0526315789475,3040.6190476190477,3206.8260869565215,239.9473684210525,313.3809523809523,74.76,75.95,84.82,12.0,12.0,0.399202,0.59761,4.509537,4.583902,3.78933,14.791988
2010-08,2432.3333333333335,319.95145465106646,2713.0,2861.0,1957.0,280.6666666666665,77.04,12.0,76.276208,79.581587,3.284182,76.276208,79.581587,3.284182,66.590052,58.677076,5.475068,78.014776,71.952233,1.370741,77.201547,73.002133,1.603206,94.248205,97.053855,7.184466,3088.0,3838.0526315789475,3040.6190476190477,-682.0,239.9473684210525,75.58,74.76,75.95,12.0,12.0,1.204819,0.399202,3.167785,4.509537,4.583902,13.719512
2010-09,2719.4545454545455,211.02848538768802,2446.0,2995.0,2444.0,-273.4545454545455,77.84,12.0,76.659141,79.529944,3.355705,76.659141,79.529944,3.355705,66.894171,59.012536,5.681115,78.150906,72.398108,2.615736,77.201547,72.858145,1.402806,94.248205,97.053855,8.447937,1909.7272727272727,3088.0,3838.0526315789475,57.27272727272725,-682.0,77.04,75.58,74.76,12.0,12.0,1.603206,1.204819,3.284182,3.167785,4.509537,11.861862
2010-10,2693.3333333333335,91.24436055632876,2678.0,2784.0,2452.0,-15.333333333333485,82.67,12.0,76.824734,79.529944,3.355705,76.824734,79.529944,3.355705,67.038669,59.130844,5.627363,78.017748,72.190045,1.531235,77.35878,73.146122,0.994036,94.573198,97.405499,8.414873,2432.3333333333335,1909.7272727272727,3088.0,280.6666666666665,57.27272727272725,77.84,77.04,75.58,12.0,12.0,1.402806,1.603206,3.355705,3.284182,3.167785,6.733524
2010-11,2321.318181818182,171.12133995213188,2099.0,2648.0,2099.0,-222.31818181818198,85.28,12.0,77.042075,79.788159,3.552279,77.042075,79.788159,3.552279,67.598713,59.932314,6.70519,78.203119,72.530565,2.542732,77.516014,73.146122,1.195219,94.898192,98.812077,9.765625,2719.4545454545455,2432.3333333333335,1909.7272727272727,-273.4545454545455,280.6666666666665,82.67,77.84,77.04,12.0,12.0,0.994036,1.402806,3.355705,3.355705,3.284182,6.116643
2010-12,2030.9444444444443,131.27226857463856,1773.0,2179.0,1773.0,-257.94444444444434,91.45,12.0,77.321513,79.984401,4.366577,77.321513,79.984401,4.366577,68.549353,60.987948,7.835573,77.963833,71.773538,2.196888,77.673247,73.29011,1.596806,94.573198,97.229677,7.378641,2693.3333333333335,2719.4545454545455,2432.3333333333335,-15.333333333333485,-273.4545454545455,85.28,82.67,77.84,12.0,12.0,1.195219,0.994036,3.552279,3.355705,3.355705,4.654443
2011-01,1401.8,151.8425777608265,1107.0,1693.0,1107.0,-294.79999999999995,96.52,12.0,77.983884,80.294258,4.700337,77.983884,80.294258,4.700337,69.295955,61.541847,8.55639,79.281881,72.02868,1.193089,78.144947,75.017971,3.373016,95.54818,98.460432,6.870229,2321.318181818182,2693.3333333333335,2719.4545454545455,-222.31818181818198,-15.333333333333485,91.45,85.28,82.67,12.0,12.0,1.596806,1.195219,4.366577,3.552279,3.355705,3.556485
2011-02,1181.1,97.80480022661688,1251.0,1301.0,1043.0,69.90000000000009,103.72,12.0,78.584158,80.748715,5.292929,78.584158,80.748715,5.292929,70.228043,62.612284,9.817249,79.398659,72.027435,0.395974,78.459413,75.017971,3.578529,96.035671,98.812077,5.243446,2030.9444444444443,2321.318181818182,2693.3333333333335,-257.94444444444434,-222.31818181818198,96.52,91.45,85.28,12.0,12.0,3.373016,1.596806,4.700337,4.366577,3.552279,3.268428
2011-03,1492.695652173913,102.716925569348,1530.0,1585.0,1262.0,37.304347826086996,114.64,12.0,79.080937,81.461386,5.314461,79.080937,81.461386,5.314461,71.832159,65.078889,15.092287,79.97367,72.973303,1.689458,79.402813,75.881902,4.771372,96.685658,99.515365,3.473492,1401.8,2030.9444444444443,2321.318181818182,-294.79999999999995,-257.94444444444434,103.72,96.52,91.45,12.0,12.0,3.578529,3.373016,5.292929,4.700337,4.366577,2.870879
2011-04,1342.5555555555557,87.39512856407983,1269.0,1520.0,1250.0,-73.55555555555566,123.26,12.0,80.291835,83.44447,6.484777,80.291835,83.44447,6.484777,74.132685,68.175712,19.14034,80.735628,74.262141,3.937174,79.71728,76.02589,4.761905,96.848155,100.042832,3.07971,1181.1,1401.8,2030.9444444444443,69.90000000000009,-294.79999999999995,114.64,103.72,96.52,12.0,12.0,4.771372,3.578529,5.314461,5.292929,4.700337,3.78933
2011-05,1352.4,66.43825784337783,1480.0,1480.0,1271.0,127.59999999999991,114.99,12.0,81.171547,84.146813,6.274459,81.171547,84.146813,6.274459,74.88212,69.044885,20.125405,81.122606,74.932962,5.490532,80.031746,77.177798,6.138614,97.010652,99.86701,2.342342,1492.695652173913,1181.1,1401.8,37.304347826086996,69.90000000000009,123.26,114.64,103.72,12.0,12.0,4.761905,4.771372,6.484777,5.314461,5.292929,4.583902
2011-06,1433.2272727272727,28.86575136267202,1413.0,1489.0,1400.0,-20.227272727272748,113.83,12.0,81.937414,84.559955,6.726633,81.937414,84.559955,6.726633,75.773806,70.206062,22.520917,81.323453,75.264091,5.921519,80.503446,77.465775,6.95825,97.173149,100.042832,3.07971,1342.5555555555557,1492.695652173913,1181.1,-73.55555555555566,37.304347826086996,114.99,123.26,114.64,12.0,12.0,6.138614,4.761905,6.274459,6.484777,5.314461,4.509537
2011-07,1365.5238095238096,60.509188597781595,1264.0,1453.0,1264.0,-101.52380952380963,116.97,12.0,82.103007,84.756198,6.765548,82.103007,84.756198,6.765548,76.736394,71.405084,24.022718,81.819003,75.727825,4.991314,81.132379,78.041728,7.539683,97.335646,100.394476,3.442029,1352.4,1342.5555555555557,1492.695652173913,127.59999999999991,-73.55555555555566,113.83,114.99,123.26,12.0,12.0,6.95825,6.138614,6.726633,6.274459,6.484777,3.167785
2011-08,1386.9545454545455,137.3141955942221,1619.0,1619.0,1253.0,232.0454545454545,110.22,12.0,82.930971,85.220983,7.086308,82.930971,85.220983,7.086308,77.693085,72.678146,23.861226,82.13306,76.251121,5.974642,81.132379,78.185717,7.100592,97.498143,100.394476,3.442029,1433.2272727272727,1352.4,1342.5555555555557,-20.227272727272748,127.59999999999991,116.97,113.83,114.99,12.0,12.0,7.539683,6.95825,6.765548,6.726633,6.274459,3.284182
2011-09,1840.409090909091,77.5288942087364,1899.0,1928.0,1682.0,58.59090909090901,112.83,12.0,83.262157,85.67544,7.727273,83.262157,85.67544,7.727273,78.482167,73.391793,24.366446,82.146008,76.207126,5.261212,81.761313,79.049647,8.498024,98.310627,100.921943,3.985507,1365.5238095238096,1433.2272727272727,1352.4,-101.52380952380963,-20.227272727272748,110.22,116.97,113.83,12.0,12.0,7.100592,7.539683,7.086308,6.765548,6.726633,3.355705
2011-10,2072.4761904761904,100.25448570892927,1965.0,2173.0,1885.0,-107.47619047619037,109.55,12.0,83.593342,86.18154,8.363636,83.593342,86.18154,8.363636,79.717327,74.625184,26.203482,82.825731,77.260474,7.023723,82.233012,80.63352,10.23622,98.473124,101.097765,3.790614,1386.9545454545455,1365.5238095238096,1433.2272727272727,232.0454545454545,-101.52380952380963,112.83,110.22,116.97,12.0,12.0,8.498024,7.100592,7.727273,7.086308,6.765548,3.355705
2011-11,1835.3181818181818,41.07877028302294,1846.0,1912.0,1759.0,10.681818181818244,110.77,12.0,84.141869,86.635997,8.582524,84.141869,86.635997,8.582524,80.926295,75.63686,26.203804,83.088444,77.731829,7.171133,82.233012,81.065485,10.826772,98.960615,102.504343,3.736655,1840.409090909091,1386.9545454545455,1365.5238095238096,58.59090909090901,232.0454545454545,109.55,112.83,110.22,12.0,12.0,10.23622,8.498024,8.363636,7.727273,7.086308,3.552279
2011-12,1868.8235294117646,48.46162824095691,1738.0,1930.0,1738.0,-130.82352941176464,107.87,12.0,84.410957,87.193739,9.01343,84.410957,87.193739,9.01343,81.52842,76.223793,24.98173,83.730809,78.991011,10.055897,82.547479,81.497451,11.198428,99.123112,102.855987,5.786618,2072.4761904761904,1840.409090909091,1386.9545454545455,-107.47619047619037,58.59090909090901,110.77,109.55,112.83,12.0,12.0,10.826772,10.23622,8.582524,8.363636,7.727273,4.366577
2012-01,1039.3809523809523,287.1582274967019,680.0,1624.0,680.0,-359.3809523809523,110.69,12.0,84.855988,87.451953,8.91433,84.855988,87.451953,8.91433,81.983343,76.665098,24.573932,84.667765,79.360459,10.178972,82.861946,82.649358,10.172745,99.610602,103.207632,4.821429,1835.3181818181818,2072.4761904761904,1840.409090909091,10.681818181818244,-107.47619047619037,107.87,110.77,109.55,12.0,12.0,11.198428,10.826772,9.01343,8.582524,8.363636,4.700337
2012-02,702.6190476190476,32.32410275703903,750.0,750.0,647.0,47.38095238095241,119.33,12.0,85.073328,87.958053,8.928115,85.073328,87.958053,8.928115,81.94985,76.431894,22.071723,85.313893,80.206456,11.355426,83.333646,82.361381,9.788868,100.098093,103.735098,4.982206,1868.8235294117646,1835.3181818181818,2072.4761904761904,-130.82352941176464,10.681818181818244,110.69,107.87,110.77,12.0,12.0,10.172745,11.198428,8.91433,9.01343,8.582524,5.292929
2012-03,858.9545454545455,55.06660665803885,934.0,934.0,763.0,75.0454545454545,125.45,12.0,85.456262,88.619081,8.786611,85.456262,88.619081,8.786611,83.047222,78.297319,20.311394,85.747577,80.651032,10.521285,84.277045,82.50537,8.728653,100.585584,104.614209,5.123675,1039.3809523809523,1868.8235294117646,1835.3181818181818,-359.3809523809523,-130.82352941176464,119.33,110.69,107.87,12.0,12.0,9.788868,10.172745,8.928115,8.91433,9.01343,5.314461
2012-04,1020.5263157894736,87.91433230458733,1155.0,1156.0,926.0,134.47368421052636,119.75,12.0,86.284226,89.837852,7.661839,86.284226,89.837852,7.661839,83.814055,79.248525,16.241581,86.039497,81.062332,9.157008,84.748745,82.50537,8.522727,100.748081,104.790031,4.745167,702.6190476190476,1039.3809523809523,1868.8235294117646,47.38095238095241,-359.3809523809523,125.45,119.33,110.69,12.0,12.0,8.728653,9.788868,8.786611,8.928115,8.91433,6.484777
2012-05,1103.695652173913,72.26871244472939,923.0,1165.0,923.0,-180.695652173913,110.34,12.0,87.433027,90.550522,7.610163,87.433027,90.550522,7.610163,84.033941,79.107419,14.573902,86.252872,81.092013,8.219414,84.748745,82.50537,6.902985,100.748081,104.438387,4.577465,858.9545454545455,702.6190476190476,1039.3809523809523,75.0454545454545,47.38095238095241,119.75,125.45,119.33,12.0,12.0,8.522727,8.728653,7.661839,8.786611,8.928115,6.274459
2012-06,937.421052631579,45.93995572661934,1004.0,1004.0,872.0,66.57894736842104,95.16,12.0,87.878057,91.159908,7.805057,87.878057,91.159908,7.805057,83.387828,77.597493,10.528196,86.066085,80.43317,6.867923,85.063212,82.217393,6.133829,101.073075,104.790031,4.745167,1020.5263157894736,858.9545454545455,702.6190476190476,134.47368421052636,75.0454545454545,110.34,119.75,125.45,12.0,12.0,6.902985,8.522727,7.610163,7.661839,8.786611,6.726633
2012-07,1056.4545454545455,82.1831446469971,897.0,1162.0,897.0,-159.4545454545455,102.62,12.0,88.157495,91.562722,8.030709,88.157495,91.562722,8.030709,82.676031,76.135115,6.624222,86.95093,81.891274,8.13895,85.063212,82.217393,5.350554,101.235571,104.790031,4.378284,1103.695652173913,1020.5263157894736,858.9545454545455,-180.695652173913,134.47368421052636,95.16,110.34,119.75,12.0,12.0,6.133829,6.902985,7.805057,7.610163,7.661839,6.765548
2012-08,758.9130434782609,58.786913388702004,703.0,878.0,703.0,-55.913043478260875,113.36,12.0,88.426584,91.86225,7.792995,88.426584,91.86225,7.792995,82.42116,75.307712,3.618097,87.179964,81.763252,7.228918,85.534912,82.073404,4.972376,101.073075,104.614209,4.203152,937.421052631579,1103.695652173913,1020.5263157894736,66.57894736842104,-180.695652173913,102.62,95.16,110.34,12.0,12.0,5.350554,6.133829,8.030709,7.805057,7.610163,7.086308
